series,algorithm,order,nsets,f_nsets,bound_type,partitioner,mod,del_strategy,window_size,pearson,spearman,RMSE,MAPE,U,time,translation_threshold
5,FIFTS,1,7,7,mu-sigma,uniform,nothing,nothing,1.9995,0.9880355526509789,0.9912496142966379,0.5248856072769307,0.02155189820184949,2.8469131177689575,0.25,0.25
5,FIFTS,1,7,7,mu-sigma,uniform,nothing,nothing,1.9995,0.9880355526509789,0.9912496142966379,0.5248856072769307,0.02155189820184949,2.8469131177689575,0.265625,0.75
5,FIFTS,1,7,7,min-max,knn,translate,delelete_bad,1.9995,0.9585989261226263,0.9789256538567425,0.7609463062673442,0.02727216436852666,3.1263777380922213,0.421875,0.5
5,FIFTS,1,7,7,min-max,knn,translate,delelete_bad,1.9995,0.9581607478738011,0.9785804683001473,0.7651117389321145,0.027401191542437607,3.1427431480711876,0.53125,0.25
5,FIFTS,1,7,7,min-max,knn,translate,delelete_bad,1.9995,0.959879639262892,0.9792720201486727,0.7487257417822667,0.026974525344287216,3.089134305657901,0.4375,0.75
5,FIFTS,1,7,7,min-max,knn,translate,nothing,1.9995,0.9585989261226263,0.9789256538567425,0.7609463062673442,0.02727216436852666,3.1263777380922213,0.4375,0.5
5,FIFTS,1,7,7,min-max,knn,translate,nothing,1.9995,0.9581607478738011,0.9785804683001473,0.7651117389321145,0.027401191542437607,3.1427431480711876,0.421875,0.25
5,FIFTS,1,7,7,min-max,knn,translate,nothing,1.9995,0.959879639262892,0.9792720201486727,0.7487257417822667,0.026974525344287216,3.089134305657901,0.421875,0.75
5,FIFTS,1,7,7,min-max,knn,nothing,delelete_bad,1.9995,0.962499030584056,0.9802897615435379,0.7234419305115702,0.026343088557292886,3.011837565826196,0.140625,0.5
5,FIFTS,1,7,7,min-max,knn,nothing,delelete_bad,1.9995,0.962499030584056,0.9802897615435379,0.7234419305115702,0.026343088557292886,3.011837565826196,0.140625,0.25
5,FIFTS,1,7,7,min-max,knn,nothing,delelete_bad,1.9995,0.962499030584056,0.9802897615435379,0.7234419305115702,0.026343088557292886,3.011837565826196,0.125,0.75
5,FIFTS,1,7,7,min-max,knn,nothing,nothing,1.9995,0.962499030584056,0.9802897615435379,0.7234419305115702,0.026343088557292886,3.011837565826196,0.1875,0.5
5,FIFTS,1,7,7,min-max,knn,nothing,nothing,1.9995,0.962499030584056,0.9802897615435379,0.7234419305115702,0.026343088557292886,3.011837565826196,0.171875,0.25
5,FIFTS,1,7,7,min-max,knn,nothing,nothing,1.9995,0.962499030584056,0.9802897615435379,0.7234419305115702,0.026343088557292886,3.011837565826196,0.140625,0.75
5,FIFTS,1,7,7,min-max,uniform,translate,delelete_bad,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.53125,0.5
5,FIFTS,1,7,7,min-max,uniform,translate,delelete_bad,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.5625,0.25
5,FIFTS,1,7,7,min-max,uniform,translate,delelete_bad,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.546875,0.75
5,FIFTS,1,7,7,min-max,uniform,translate,nothing,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.5,0.5
5,FIFTS,1,7,7,min-max,uniform,translate,nothing,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.484375,0.25
5,FIFTS,1,7,7,min-max,uniform,translate,nothing,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.484375,0.75
5,FIFTS,1,7,7,min-max,uniform,nothing,delelete_bad,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.25,0.5
5,FIFTS,1,7,7,min-max,uniform,nothing,delelete_bad,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.28125,0.25
5,FIFTS,1,7,7,min-max,uniform,nothing,delelete_bad,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.25,0.75
5,FIFTS,1,7,7,min-max,uniform,nothing,nothing,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.265625,0.5
5,FIFTS,1,7,7,min-max,uniform,nothing,nothing,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.25,0.25
5,FIFTS,1,7,7,min-max,uniform,nothing,nothing,1.9995,0.892394255285416,0.8565486000503341,1.23794331175909,0.06039211184008456,8.058809964210708,0.296875,0.75
5,FIFTS,1,9,9,mu-sigma,knn,translate,delelete_bad,1.9995,0.9993721063568026,0.9991846028119167,0.09466922732593443,0.004299827634052571,0.5446865324452566,0.546875,0.5
5,FIFTS,1,9,9,mu-sigma,knn,translate,delelete_bad,1.9995,0.9993721063568026,0.9991846028119167,0.09466922732593443,0.004299827634052571,0.5446865324452566,0.484375,0.25
5,FIFTS,1,9,9,mu-sigma,knn,translate,delelete_bad,1.9995,0.9993847349615088,0.9991857550396821,0.09378234210017765,0.004276397395655406,0.5423882774385178,0.515625,0.75
5,FIFTS,1,9,9,mu-sigma,knn,translate,nothing,1.9995,0.9993721063568026,0.9991846028119167,0.09466922732593443,0.004299827634052571,0.5446865324452566,0.515625,0.5
5,FIFTS,1,9,9,mu-sigma,knn,translate,nothing,1.9995,0.9993721063568026,0.9991846028119167,0.09466922732593443,0.004299827634052571,0.5446865324452566,0.5625,0.25
5,FIFTS,1,9,9,mu-sigma,knn,translate,nothing,1.9995,0.9993847349615088,0.9991857550396821,0.09378234210017765,0.004276397395655406,0.5423882774385178,0.484375,0.75
5,FIFTS,1,9,9,mu-sigma,knn,nothing,delelete_bad,1.9995,0.998895069077709,0.9990281386939718,0.1255959316328685,0.0044914073927539554,0.5631963995750112,0.109375,0.5
5,FIFTS,1,9,9,mu-sigma,knn,nothing,delelete_bad,1.9995,0.998895069077709,0.9990281386939718,0.1255959316328685,0.0044914073927539554,0.5631963995750112,0.125,0.25
5,FIFTS,1,9,9,mu-sigma,knn,nothing,delelete_bad,1.9995,0.998895069077709,0.9990281386939718,0.1255959316328685,0.0044914073927539554,0.5631963995750112,0.109375,0.75
5,FIFTS,1,9,9,mu-sigma,knn,nothing,nothing,1.9995,0.998895069077709,0.9990281386939718,0.1255959316328685,0.0044914073927539554,0.5631963995750112,0.109375,0.5
5,FIFTS,1,9,9,mu-sigma,knn,nothing,nothing,1.9995,0.998895069077709,0.9990281386939718,0.1255959316328685,0.0044914073927539554,0.5631963995750112,0.125,0.25
5,FIFTS,1,9,9,mu-sigma,knn,nothing,nothing,1.9995,0.998895069077709,0.9990281386939718,0.1255959316328685,0.0044914073927539554,0.5631963995750112,0.109375,0.75
5,FIFTS,1,9,9,mu-sigma,uniform,translate,delelete_bad,1.9995,0.9875826474969605,0.9874064149191714,0.5587971473171592,0.0236147966927191,2.8672450062189365,0.546875,0.5
5,FIFTS,1,9,9,mu-sigma,uniform,translate,delelete_bad,1.9995,0.9875826474969605,0.9874064149191714,0.5587971473171592,0.0236147966927191,2.8672450062189365,0.625,0.25
5,FIFTS,1,9,9,mu-sigma,uniform,translate,delelete_bad,1.9995,0.9864959238324991,0.9819677286090495,1.21261048414374,0.0600323652692183,8.20465095055489,0.625,0.75
5,FIFTS,1,9,9,mu-sigma,uniform,translate,nothing,1.9995,0.9875826474969605,0.9874064149191714,0.5587971473171592,0.0236147966927191,2.8672450062189365,0.625,0.5
5,FIFTS,1,9,9,mu-sigma,uniform,translate,nothing,1.9995,0.9875826474969605,0.9874064149191714,0.5587971473171592,0.0236147966927191,2.8672450062189365,0.59375,0.25
5,FIFTS,1,9,9,mu-sigma,uniform,translate,nothing,1.9995,0.9864959238324991,0.9819677286090495,1.21261048414374,0.0600323652692183,8.20465095055489,0.6875,0.75
5,FIFTS,1,9,9,mu-sigma,uniform,nothing,delelete_bad,1.9995,0.9782835007827045,0.9703660148392517,1.1254296374752448,0.050820507327626475,7.223314014711577,0.25,0.5
5,FIFTS,1,9,9,mu-sigma,uniform,nothing,delelete_bad,1.9995,0.9782835007827045,0.9703660148392517,1.1254296374752448,0.050820507327626475,7.223314014711577,0.25,0.25
5,FIFTS,1,9,9,mu-sigma,uniform,nothing,delelete_bad,1.9995,0.9782835007827045,0.9703660148392517,1.1254296374752448,0.050820507327626475,7.223314014711577,0.296875,0.75
5,FIFTS,1,9,9,mu-sigma,uniform,nothing,nothing,1.9995,0.9782835007827045,0.9703660148392517,1.1254296374752448,0.050820507327626475,7.223314014711577,0.265625,0.5
5,FIFTS,1,9,9,mu-sigma,uniform,nothing,nothing,1.9995,0.9782835007827045,0.9703660148392517,1.1254296374752448,0.050820507327626475,7.223314014711577,0.28125,0.25
5,FIFTS,1,9,9,mu-sigma,uniform,nothing,nothing,1.9995,0.9782835007827045,0.9703660148392517,1.1254296374752448,0.050820507327626475,7.223314014711577,0.3125,0.75
5,FIFTS,1,9,9,min-max,knn,translate,delelete_bad,1.9995,0.9760444473823016,0.9895895603421506,0.5806696704001304,0.019648035453832285,2.2520554973273748,0.671875,0.5
5,FIFTS,1,9,9,min-max,knn,translate,delelete_bad,1.9995,0.9760444473823016,0.9895895603421506,0.5806696704001304,0.019648035453832285,2.2520554973273748,0.59375,0.25
5,FIFTS,1,9,9,min-max,knn,translate,delelete_bad,1.9995,0.9759167337529265,0.9896928749978758,0.5846432974157416,0.01985288830143819,2.271825084281074,0.625,0.75
5,FIFTS,1,9,9,min-max,knn,translate,nothing,1.9995,0.9760444473823016,0.9895895603421506,0.5806696704001304,0.019648035453832285,2.2520554973273748,0.515625,0.5
5,FIFTS,1,9,9,min-max,knn,translate,nothing,1.9995,0.9760444473823016,0.9895895603421506,0.5806696704001304,0.019648035453832285,2.2520554973273748,0.515625,0.25
5,FIFTS,1,9,9,min-max,knn,translate,nothing,1.9995,0.9759167337529265,0.9896928749978758,0.5846432974157416,0.01985288830143819,2.271825084281074,0.515625,0.75
5,FIFTS,1,9,9,min-max,knn,nothing,delelete_bad,1.9995,0.9764890872186104,0.9895275397221593,0.5782801550878754,0.019663474445455742,2.2494454178980434,0.140625,0.5
5,FIFTS,1,9,9,min-max,knn,nothing,delelete_bad,1.9995,0.9764890872186104,0.9895275397221593,0.5782801550878754,0.019663474445455742,2.2494454178980434,0.140625,0.25
5,FIFTS,1,9,9,min-max,knn,nothing,delelete_bad,1.9995,0.9764890872186104,0.9895275397221593,0.5782801550878754,0.019663474445455742,2.2494454178980434,0.15625,0.75
5,FIFTS,1,9,9,min-max,knn,nothing,nothing,1.9995,0.9764890872186104,0.9895275397221593,0.5782801550878754,0.019663474445455742,2.2494454178980434,0.171875,0.5
5,FIFTS,1,9,9,min-max,knn,nothing,nothing,1.9995,0.9764890872186104,0.9895275397221593,0.5782801550878754,0.019663474445455742,2.2494454178980434,0.171875,0.25
5,FIFTS,1,9,9,min-max,knn,nothing,nothing,1.9995,0.9764890872186104,0.9895275397221593,0.5782801550878754,0.019663474445455742,2.2494454178980434,0.171875,0.75
5,FIFTS,1,9,9,min-max,uniform,translate,delelete_bad,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.609375,0.5
5,FIFTS,1,9,9,min-max,uniform,translate,delelete_bad,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.640625,0.25
5,FIFTS,1,9,9,min-max,uniform,translate,delelete_bad,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.671875,0.75
5,FIFTS,1,9,9,min-max,uniform,translate,nothing,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.640625,0.5
5,FIFTS,1,9,9,min-max,uniform,translate,nothing,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.65625,0.25
5,FIFTS,1,9,9,min-max,uniform,translate,nothing,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.671875,0.75
5,FIFTS,1,9,9,min-max,uniform,nothing,delelete_bad,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.25,0.5
5,FIFTS,1,9,9,min-max,uniform,nothing,delelete_bad,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.265625,0.25
5,FIFTS,1,9,9,min-max,uniform,nothing,delelete_bad,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.3125,0.75
5,FIFTS,1,9,9,min-max,uniform,nothing,nothing,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.265625,0.5
5,FIFTS,1,9,9,min-max,uniform,nothing,nothing,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.28125,0.25
5,FIFTS,1,9,9,min-max,uniform,nothing,nothing,1.9995,0.9474802753079433,0.9103716906318965,0.9740821160426515,0.0436751674268152,6.025613375066582,0.25,0.75
6,FIFTS,3,3,3,mu-sigma,knn,translate,delelete_bad,3.997,0.9999604561910664,0.999913243032765,0.010491900864889889,7.110801896784373e-05,0.5130905547327134,0.4375,0.5
6,FIFTS,3,3,3,mu-sigma,knn,translate,delelete_bad,3.997,0.9999604561910664,0.999913243032765,0.010491900864889889,7.110801896784373e-05,0.5130905547327134,0.4375,0.25
6,FIFTS,3,3,3,mu-sigma,knn,translate,delelete_bad,3.997,0.9999604561910664,0.999913243032765,0.010491900864889889,7.110801896784373e-05,0.5130905547327134,0.40625,0.75
6,FIFTS,3,3,3,mu-sigma,knn,translate,nothing,3.997,0.9999604561910664,0.999913243032765,0.010491900864889889,7.110801896784373e-05,0.5130905547327134,0.4375,0.5
6,FIFTS,3,3,3,mu-sigma,knn,translate,nothing,3.997,0.9999604561910664,0.999913243032765,0.010491900864889889,7.110801896784373e-05,0.5130905547327134,0.375,0.25
6,FIFTS,3,3,3,mu-sigma,knn,translate,nothing,3.997,0.9999604561910664,0.999913243032765,0.010491900864889889,7.110801896784373e-05,0.5130905547327134,0.34375,0.75
6,FIFTS,3,3,3,mu-sigma,knn,nothing,delelete_bad,3.997,0.9999604561752452,0.999913243032765,0.010491895926912126,7.110771282785835e-05,0.5130884019055291,0.125,0.5
6,FIFTS,3,3,3,mu-sigma,knn,nothing,delelete_bad,3.997,0.9999604561752452,0.999913243032765,0.010491895926912126,7.110771282785835e-05,0.5130884019055291,0.125,0.25
6,FIFTS,3,3,3,mu-sigma,knn,nothing,delelete_bad,3.997,0.9999604561752452,0.999913243032765,0.010491895926912126,7.110771282785835e-05,0.5130884019055291,0.140625,0.75
6,FIFTS,3,3,3,mu-sigma,knn,nothing,nothing,3.997,0.9999604561752452,0.999913243032765,0.010491895926912126,7.110771282785835e-05,0.5130884019055291,0.125,0.5
6,FIFTS,3,3,3,mu-sigma,knn,nothing,nothing,3.997,0.9999604561752452,0.999913243032765,0.010491895926912126,7.110771282785835e-05,0.5130884019055291,0.171875,0.25
6,FIFTS,3,3,3,mu-sigma,knn,nothing,nothing,3.997,0.9999604561752452,0.999913243032765,0.010491895926912126,7.110771282785835e-05,0.5130884019055291,0.15625,0.75
6,FIFTS,3,3,3,mu-sigma,uniform,translate,delelete_bad,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.71875,0.5
6,FIFTS,3,3,3,mu-sigma,uniform,translate,delelete_bad,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.671875,0.25
6,FIFTS,3,3,3,mu-sigma,uniform,translate,delelete_bad,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.90625,0.75
6,FIFTS,3,3,3,mu-sigma,uniform,translate,nothing,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.765625,0.5
6,FIFTS,3,3,3,mu-sigma,uniform,translate,nothing,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.6875,0.25
6,FIFTS,3,3,3,mu-sigma,uniform,translate,nothing,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.6875,0.75
6,FIFTS,3,3,3,mu-sigma,uniform,nothing,delelete_bad,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.625,0.5
6,FIFTS,3,3,3,mu-sigma,uniform,nothing,delelete_bad,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.546875,0.25
6,FIFTS,3,3,3,mu-sigma,uniform,nothing,delelete_bad,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.5625,0.75
6,FIFTS,3,3,3,mu-sigma,uniform,nothing,nothing,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.5625,0.5
6,FIFTS,3,3,3,mu-sigma,uniform,nothing,nothing,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.734375,0.25
6,FIFTS,3,3,3,mu-sigma,uniform,nothing,nothing,3.997,0.9945309431123097,0.9940415913662538,0.19158674065680487,0.001331862851352033,9.630418224521474,0.703125,0.75
6,FIFTS,3,3,3,min-max,knn,translate,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.734375,0.5
6,FIFTS,3,3,3,min-max,knn,translate,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.765625,0.25
6,FIFTS,3,3,3,min-max,knn,translate,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.6875,0.75
6,FIFTS,3,3,3,min-max,knn,translate,nothing,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.734375,0.5
6,FIFTS,3,3,3,min-max,knn,translate,nothing,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.71875,0.25
6,FIFTS,3,3,3,min-max,knn,translate,nothing,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.734375,0.75
6,FIFTS,3,3,3,min-max,knn,nothing,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.671875,0.5
6,FIFTS,3,3,3,min-max,knn,nothing,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.859375,0.25
6,FIFTS,3,3,3,min-max,knn,nothing,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.78125,0.75
6,FIFTS,3,3,3,min-max,knn,nothing,nothing,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.84375,0.5
6,FIFTS,3,3,3,min-max,knn,nothing,nothing,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,0.75,0.25
6,FIFTS,3,3,3,min-max,knn,nothing,nothing,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906022,7.100305073641721e-05,0.5123523530550079,1.015625,0.75
6,FIFTS,3,3,3,min-max,uniform,translate,delelete_bad,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.921875,0.5
6,FIFTS,3,3,3,min-max,uniform,translate,delelete_bad,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.75,0.25
6,FIFTS,3,3,3,min-max,uniform,translate,delelete_bad,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.71875,0.75
6,FIFTS,3,3,3,min-max,uniform,translate,nothing,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.828125,0.5
6,FIFTS,3,3,3,min-max,uniform,translate,nothing,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.65625,0.25
6,FIFTS,3,3,3,min-max,uniform,translate,nothing,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.671875,0.75
6,FIFTS,3,3,3,min-max,uniform,nothing,delelete_bad,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.578125,0.5
6,FIFTS,3,3,3,min-max,uniform,nothing,delelete_bad,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.546875,0.25
6,FIFTS,3,3,3,min-max,uniform,nothing,delelete_bad,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.546875,0.75
6,FIFTS,3,3,3,min-max,uniform,nothing,nothing,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.515625,0.5
6,FIFTS,3,3,3,min-max,uniform,nothing,nothing,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.546875,0.25
6,FIFTS,3,3,3,min-max,uniform,nothing,nothing,3.997,0.9999604730578777,0.9999132599332701,0.010487368811906126,7.100305073641676e-05,0.5123523530550044,0.59375,0.75
6,FIFTS,3,5,5,mu-sigma,knn,translate,delelete_bad,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.78125,0.5
6,FIFTS,3,5,5,mu-sigma,knn,translate,delelete_bad,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.796875,0.25
6,FIFTS,3,5,5,mu-sigma,knn,translate,delelete_bad,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.734375,0.75
6,FIFTS,3,5,5,mu-sigma,knn,translate,nothing,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.796875,0.5
6,FIFTS,3,5,5,mu-sigma,knn,translate,nothing,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.71875,0.25
6,FIFTS,3,5,5,mu-sigma,knn,translate,nothing,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.84375,0.75
6,FIFTS,3,5,5,mu-sigma,knn,nothing,delelete_bad,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.140625,0.5
6,FIFTS,3,5,5,mu-sigma,knn,nothing,delelete_bad,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.140625,0.25
6,FIFTS,3,5,5,mu-sigma,knn,nothing,delelete_bad,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.140625,0.75
6,FIFTS,3,5,5,mu-sigma,knn,nothing,nothing,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.15625,0.5
6,FIFTS,3,5,5,mu-sigma,knn,nothing,nothing,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.15625,0.25
6,FIFTS,3,5,5,mu-sigma,knn,nothing,nothing,3.997,0.999960472452895,0.9999132599332701,0.010487831426933937,7.102023793084802e-05,0.5124732201366512,0.1875,0.75
6,FIFTS,3,5,5,mu-sigma,uniform,translate,delelete_bad,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.84375,0.5
6,FIFTS,3,5,5,mu-sigma,uniform,translate,delelete_bad,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.890625,0.25
6,FIFTS,3,5,5,mu-sigma,uniform,translate,delelete_bad,3.997,0.9999559360029073,0.9999077737066733,0.010942555479731117,7.508509713583322e-05,0.5418354750241245,0.78125,0.75
6,FIFTS,3,5,5,mu-sigma,uniform,translate,nothing,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.734375,0.5
6,FIFTS,3,5,5,mu-sigma,uniform,translate,nothing,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.828125,0.25
6,FIFTS,3,5,5,mu-sigma,uniform,translate,nothing,3.997,0.9999559360029073,0.9999077737066733,0.010942555479731117,7.508509713583322e-05,0.5418354750241245,0.734375,0.75
6,FIFTS,3,5,5,mu-sigma,uniform,nothing,delelete_bad,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.578125,0.5
6,FIFTS,3,5,5,mu-sigma,uniform,nothing,delelete_bad,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.65625,0.25
6,FIFTS,3,5,5,mu-sigma,uniform,nothing,delelete_bad,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.8125,0.75
6,FIFTS,3,5,5,mu-sigma,uniform,nothing,nothing,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.578125,0.5
6,FIFTS,3,5,5,mu-sigma,uniform,nothing,nothing,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.5625,0.25
6,FIFTS,3,5,5,mu-sigma,uniform,nothing,nothing,3.997,0.9999600274726242,0.9999128948858814,0.010461520311504095,7.183029751950164e-05,0.5183550114984384,0.609375,0.75
6,FIFTS,3,5,5,min-max,knn,translate,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906074,7.100305073641282e-05,0.5123523530549768,0.796875,0.5
6,FIFTS,3,5,5,min-max,knn,translate,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906074,7.100305073641282e-05,0.5123523530549768,0.875,0.25
6,FIFTS,3,5,5,min-max,knn,translate,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906074,7.100305073641282e-05,0.5123523530549768,0.96875,0.75
6,FIFTS,3,5,5,min-max,knn,translate,nothing,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906074,7.100305073641282e-05,0.5123523530549768,0.859375,0.5
6,FIFTS,3,5,5,min-max,knn,translate,nothing,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906074,7.100305073641282e-05,0.5123523530549768,0.8125,0.25
6,FIFTS,3,5,5,min-max,knn,translate,nothing,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906074,7.100305073641282e-05,0.5123523530549768,0.859375,0.75
6,FIFTS,3,5,5,min-max,knn,nothing,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906074,7.100305073641282e-05,0.5123523530549768,0.546875,0.5
6,FIFTS,3,5,5,min-max,knn,nothing,delelete_bad,3.997,0.9999604730578779,0.9999132599332701,0.010487368811906074,7.100305073641282e-05,0.5123523530549768,0.546875,0.25
