series,algorithm,order,nsets,f_nsets,bound_type,partitioner,mod,del_strategy,window_size,pearson,spearman,RMSE,MAPE,U,time,translation_threshold
7,FIFTS,1,9,9,min-max,uniform,nothing,delelete_bad,1.9995,0.9999604730578779,0.9999132599332701,0.01048736881190634,7.488069416169122e-05,0.5123523530550204,0.25,0.75
7,FIFTS,1,9,9,min-max,uniform,nothing,nothing,1.9995,0.9999604730578779,0.9999132599332701,0.01048736881190634,7.488069416169122e-05,0.5123523530550204,0.25,0.5
7,FIFTS,1,9,9,min-max,uniform,nothing,nothing,1.9995,0.9999604730578779,0.9999132599332701,0.01048736881190634,7.488069416169122e-05,0.5123523530550204,0.296875,0.25
7,FIFTS,1,9,9,min-max,uniform,nothing,nothing,1.9995,0.9999604730578779,0.9999132599332701,0.01048736881190634,7.488069416169122e-05,0.5123523530550204,0.25,0.75
8,FIFTS,3,3,3,mu-sigma,knn,translate,delelete_bad,3.999,0.999891243187982,0.9987935766608088,0.13141707188334573,0.005943064705084474,0.6527497349543462,1.046875,0.5
8,FIFTS,3,3,3,mu-sigma,knn,translate,delelete_bad,3.999,0.999891243187982,0.9987935766608088,0.13141707188334573,0.005943064705084474,0.6527497349543462,1.03125,0.25
8,FIFTS,3,3,3,mu-sigma,knn,translate,delelete_bad,3.999,0.999891243187982,0.9987935766608088,0.13141707188334573,0.005943064705084474,0.6527497349543462,1.0625,0.75
8,FIFTS,3,3,3,mu-sigma,knn,translate,nothing,3.999,0.999891243187982,0.9987935766608088,0.13141707188334573,0.005943064705084474,0.6527497349543462,1.140625,0.5
8,FIFTS,3,3,3,mu-sigma,knn,translate,nothing,3.999,0.999891243187982,0.9987935766608088,0.13141707188334573,0.005943064705084474,0.6527497349543462,1.015625,0.25
8,FIFTS,3,3,3,mu-sigma,knn,translate,nothing,3.999,0.999891243187982,0.9987935766608088,0.13141707188334573,0.005943064705084474,0.6527497349543462,1.21875,0.75
8,FIFTS,3,3,3,mu-sigma,knn,nothing,delelete_bad,3.999,0.9998905910220405,0.998744676727531,0.13175104691974648,0.005960914467512901,0.6541716460065143,0.5625,0.5
8,FIFTS,3,3,3,mu-sigma,knn,nothing,delelete_bad,3.999,0.9998905910220405,0.998744676727531,0.13175104691974648,0.005960914467512901,0.6541716460065143,0.53125,0.25
8,FIFTS,3,3,3,mu-sigma,knn,nothing,delelete_bad,3.999,0.9998905910220405,0.998744676727531,0.13175104691974648,0.005960914467512901,0.6541716460065143,0.53125,0.75
8,FIFTS,3,3,3,mu-sigma,knn,nothing,nothing,3.999,0.9998905910220405,0.998744676727531,0.13175104691974648,0.005960914467512901,0.6541716460065143,0.546875,0.5
8,FIFTS,3,3,3,mu-sigma,knn,nothing,nothing,3.999,0.9998905910220405,0.998744676727531,0.13175104691974648,0.005960914467512901,0.6541716460065143,0.484375,0.25
8,FIFTS,3,3,3,mu-sigma,knn,nothing,nothing,3.999,0.9998905910220405,0.998744676727531,0.13175104691974648,0.005960914467512901,0.6541716460065143,0.5,0.75
8,FIFTS,3,3,3,mu-sigma,uniform,translate,delelete_bad,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,2.046875,0.5
8,FIFTS,3,3,3,mu-sigma,uniform,translate,delelete_bad,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,1.953125,0.25
8,FIFTS,3,3,3,mu-sigma,uniform,translate,delelete_bad,3.999,0.9652429648958009,0.9641070471287282,2.353750936335435,0.08830620036641469,14.33753707974871,2.09375,0.75
8,FIFTS,3,3,3,mu-sigma,uniform,translate,nothing,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,2.03125,0.5
8,FIFTS,3,3,3,mu-sigma,uniform,translate,nothing,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,2.1875,0.25
8,FIFTS,3,3,3,mu-sigma,uniform,translate,nothing,3.999,0.9652429648958009,0.9641070471287282,2.353750936335435,0.08830620036641469,14.33753707974871,2.046875,0.75
8,FIFTS,3,3,3,mu-sigma,uniform,nothing,delelete_bad,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,1.71875,0.5
8,FIFTS,3,3,3,mu-sigma,uniform,nothing,delelete_bad,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,1.78125,0.25
8,FIFTS,3,3,3,mu-sigma,uniform,nothing,delelete_bad,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,2.015625,0.75
8,FIFTS,3,3,3,mu-sigma,uniform,nothing,nothing,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,1.765625,0.5
8,FIFTS,3,3,3,mu-sigma,uniform,nothing,nothing,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,1.78125,0.25
8,FIFTS,3,3,3,mu-sigma,uniform,nothing,nothing,3.999,0.9782987415278888,0.972127108880712,2.094601636930855,0.05885400102237593,10.829387823565511,1.75,0.75
8,FIFTS,3,3,3,min-max,knn,translate,delelete_bad,3.999,0.984171118749908,0.9116960403660272,1.5721138775986396,0.06592710378339323,5.990949912301999,1.296875,0.5
8,FIFTS,3,3,3,min-max,knn,translate,delelete_bad,3.999,0.984171118749908,0.9116960403660272,1.5721138775986396,0.06592710378339323,5.990949912301999,1.234375,0.25
8,FIFTS,3,3,3,min-max,knn,translate,delelete_bad,3.999,0.984171118749908,0.9116960403660272,1.5721138775986396,0.06592710378339323,5.990949912301999,1.3125,0.75
8,FIFTS,3,3,3,min-max,knn,translate,nothing,3.999,0.984171118749908,0.9116960403660272,1.5721138775986396,0.06592710378339323,5.990949912301999,1.265625,0.5
8,FIFTS,3,3,3,min-max,knn,translate,nothing,3.999,0.984171118749908,0.9116960403660272,1.5721138775986396,0.06592710378339323,5.990949912301999,1.296875,0.25
8,FIFTS,3,3,3,min-max,knn,translate,nothing,3.999,0.984171118749908,0.9116960403660272,1.5721138775986396,0.06592710378339323,5.990949912301999,1.21875,0.75
8,FIFTS,3,3,3,min-max,knn,nothing,delelete_bad,3.999,0.9840265094326324,0.9047936571900024,1.5793094163790875,0.06607010228098306,6.008681279984785,0.75,0.5
8,FIFTS,3,3,3,min-max,knn,nothing,delelete_bad,3.999,0.9840265094326324,0.9047936571900024,1.5793094163790875,0.06607010228098306,6.008681279984785,0.703125,0.25
8,FIFTS,3,3,3,min-max,knn,nothing,delelete_bad,3.999,0.9840265094326324,0.9047936571900024,1.5793094163790875,0.06607010228098306,6.008681279984785,0.828125,0.75
8,FIFTS,3,3,3,min-max,knn,nothing,nothing,3.999,0.9840265094326324,0.9047936571900024,1.5793094163790875,0.06607010228098306,6.008681279984785,0.78125,0.5
8,FIFTS,3,3,3,min-max,knn,nothing,nothing,3.999,0.9840265094326324,0.9047936571900024,1.5793094163790875,0.06607010228098306,6.008681279984785,0.8125,0.25
8,FIFTS,3,3,3,min-max,knn,nothing,nothing,3.999,0.9840265094326324,0.9047936571900024,1.5793094163790875,0.06607010228098306,6.008681279984785,0.65625,0.75
8,FIFTS,3,3,3,min-max,uniform,translate,delelete_bad,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,1.890625,0.5
8,FIFTS,3,3,3,min-max,uniform,translate,delelete_bad,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,1.984375,0.25
8,FIFTS,3,3,3,min-max,uniform,translate,delelete_bad,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,2.203125,0.75
8,FIFTS,3,3,3,min-max,uniform,translate,nothing,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,1.9375,0.5
8,FIFTS,3,3,3,min-max,uniform,translate,nothing,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,2.3125,0.25
8,FIFTS,3,3,3,min-max,uniform,translate,nothing,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,2.1875,0.75
8,FIFTS,3,3,3,min-max,uniform,nothing,delelete_bad,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,1.984375,0.5
8,FIFTS,3,3,3,min-max,uniform,nothing,delelete_bad,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,1.6875,0.25
8,FIFTS,3,3,3,min-max,uniform,nothing,delelete_bad,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,1.765625,0.75
8,FIFTS,3,3,3,min-max,uniform,nothing,nothing,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,1.6875,0.5
8,FIFTS,3,3,3,min-max,uniform,nothing,nothing,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,1.65625,0.25
8,FIFTS,3,3,3,min-max,uniform,nothing,nothing,3.999,0.989284635785304,0.9263706823761501,3.26172385524628,0.1215811317667986,20.563434391496163,1.734375,0.75
8,FIFTS,3,5,5,mu-sigma,knn,translate,delelete_bad,3.999,0.9999362781771697,0.9994282194342531,0.10015523013142479,0.0047160785998903694,0.5533170698415797,2.828125,0.5
8,FIFTS,3,5,5,mu-sigma,knn,translate,delelete_bad,3.999,0.9999362781771697,0.9994282194342531,0.10015523013142479,0.0047160785998903694,0.5533170698415797,2.65625,0.25
8,FIFTS,3,5,5,mu-sigma,knn,translate,delelete_bad,3.999,0.9999360224443254,0.9994236361426481,0.10036184663881041,0.0047357668029138,0.5548539401367876,2.8125,0.75
8,FIFTS,3,5,5,mu-sigma,knn,translate,nothing,3.999,0.9999362781771697,0.9994282194342531,0.10015523013142479,0.0047160785998903694,0.5533170698415797,2.796875,0.5
8,FIFTS,3,5,5,mu-sigma,knn,translate,nothing,3.999,0.9999362781771697,0.9994282194342531,0.10015523013142479,0.0047160785998903694,0.5533170698415797,2.65625,0.25
8,FIFTS,3,5,5,mu-sigma,knn,translate,nothing,3.999,0.9999360224443254,0.9994236361426481,0.10036184663881041,0.0047357668029138,0.5548539401367876,2.8125,0.75
8,FIFTS,3,5,5,mu-sigma,knn,nothing,delelete_bad,3.999,0.9999365952776749,0.9994869902180397,0.09998935002896166,0.0046617249965750325,0.5495056977456342,0.515625,0.5
8,FIFTS,3,5,5,mu-sigma,knn,nothing,delelete_bad,3.999,0.9999365952776749,0.9994869902180397,0.09998935002896166,0.0046617249965750325,0.5495056977456342,0.609375,0.25
8,FIFTS,3,5,5,mu-sigma,knn,nothing,delelete_bad,3.999,0.9999365952776749,0.9994869902180397,0.09998935002896166,0.0046617249965750325,0.5495056977456342,0.546875,0.75
8,FIFTS,3,5,5,mu-sigma,knn,nothing,nothing,3.999,0.9999365952776749,0.9994869902180397,0.09998935002896166,0.0046617249965750325,0.5495056977456342,0.5625,0.5
8,FIFTS,3,5,5,mu-sigma,knn,nothing,nothing,3.999,0.9999365952776749,0.9994869902180397,0.09998935002896166,0.0046617249965750325,0.5495056977456342,0.59375,0.25
8,FIFTS,3,5,5,mu-sigma,knn,nothing,nothing,3.999,0.9999365952776749,0.9994869902180397,0.09998935002896166,0.0046617249965750325,0.5495056977456342,0.5625,0.75
8,FIFTS,3,5,5,mu-sigma,uniform,translate,delelete_bad,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,2.484375,0.5
8,FIFTS,3,5,5,mu-sigma,uniform,translate,delelete_bad,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,2.296875,0.25
8,FIFTS,3,5,5,mu-sigma,uniform,translate,delelete_bad,3.999,0.9967172410606087,0.9940395658362753,0.7675629420356128,0.026200306604215712,3.7930623091460673,2.203125,0.75
8,FIFTS,3,5,5,mu-sigma,uniform,translate,nothing,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,2.34375,0.5
8,FIFTS,3,5,5,mu-sigma,uniform,translate,nothing,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,2.21875,0.25
8,FIFTS,3,5,5,mu-sigma,uniform,translate,nothing,3.999,0.9967172410606087,0.9940395658362753,0.7675629420356128,0.026200306604215712,3.7930623091460673,2.234375,0.75
8,FIFTS,3,5,5,mu-sigma,uniform,nothing,delelete_bad,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,1.609375,0.5
8,FIFTS,3,5,5,mu-sigma,uniform,nothing,delelete_bad,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,1.75,0.25
8,FIFTS,3,5,5,mu-sigma,uniform,nothing,delelete_bad,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,1.890625,0.75
8,FIFTS,3,5,5,mu-sigma,uniform,nothing,nothing,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,1.859375,0.5
8,FIFTS,3,5,5,mu-sigma,uniform,nothing,nothing,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,1.921875,0.25
8,FIFTS,3,5,5,mu-sigma,uniform,nothing,nothing,3.999,0.9974506302990961,0.9969729384151552,0.7693320116436859,0.02631016316461316,3.8125441309819936,1.828125,0.75
8,FIFTS,3,5,5,min-max,knn,translate,delelete_bad,3.999,0.9959665944241711,0.966120768406307,0.8651796260701865,0.036149152064774086,3.2703580758710578,2.6875,0.5
8,FIFTS,3,5,5,min-max,knn,translate,delelete_bad,3.999,0.9959665944241711,0.966120768406307,0.8651796260701865,0.036149152064774086,3.2703580758710578,2.46875,0.25
8,FIFTS,3,5,5,min-max,knn,translate,delelete_bad,3.999,0.9959665944241711,0.966120768406307,0.8651796260701865,0.036149152064774086,3.2703580758710578,2.40625,0.75
8,FIFTS,3,5,5,min-max,knn,translate,nothing,3.999,0.9959665944241711,0.966120768406307,0.8651796260701865,0.036149152064774086,3.2703580758710578,2.53125,0.5
8,FIFTS,3,5,5,min-max,knn,translate,nothing,3.999,0.9959665944241711,0.966120768406307,0.8651796260701865,0.036149152064774086,3.2703580758710578,2.28125,0.25
8,FIFTS,3,5,5,min-max,knn,translate,nothing,3.999,0.9959665944241711,0.966120768406307,0.8651796260701865,0.036149152064774086,3.2703580758710578,2.71875,0.75
8,FIFTS,3,5,5,min-max,knn,nothing,delelete_bad,3.999,0.9960216988236386,0.9680208027577025,0.8592536818829616,0.03605259620964037,3.2601372328718745,1.078125,0.5
8,FIFTS,3,5,5,min-max,knn,nothing,delelete_bad,3.999,0.9960216988236386,0.9680208027577025,0.8592536818829616,0.03605259620964037,3.2601372328718745,0.984375,0.25
8,FIFTS,3,5,5,min-max,knn,nothing,delelete_bad,3.999,0.9960216988236386,0.9680208027577025,0.8592536818829616,0.03605259620964037,3.2601372328718745,0.90625,0.75
8,FIFTS,3,5,5,min-max,knn,nothing,nothing,3.999,0.9960216988236386,0.9680208027577025,0.8592536818829616,0.03605259620964037,3.2601372328718745,0.96875,0.5
8,FIFTS,3,5,5,min-max,knn,nothing,nothing,3.999,0.9960216988236386,0.9680208027577025,0.8592536818829616,0.03605259620964037,3.2601372328718745,0.875,0.25
8,FIFTS,3,5,5,min-max,knn,nothing,nothing,3.999,0.9960216988236386,0.9680208027577025,0.8592536818829616,0.03605259620964037,3.2601372328718745,0.859375,0.75
8,FIFTS,3,5,5,min-max,uniform,translate,delelete_bad,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,2.453125,0.5
8,FIFTS,3,5,5,min-max,uniform,translate,delelete_bad,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,2.265625,0.25
8,FIFTS,3,5,5,min-max,uniform,translate,delelete_bad,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,2.515625,0.75
8,FIFTS,3,5,5,min-max,uniform,translate,nothing,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,2.515625,0.5
8,FIFTS,3,5,5,min-max,uniform,translate,nothing,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,2.40625,0.25
8,FIFTS,3,5,5,min-max,uniform,translate,nothing,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,2.3125,0.75
8,FIFTS,3,5,5,min-max,uniform,nothing,delelete_bad,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,1.796875,0.5
8,FIFTS,3,5,5,min-max,uniform,nothing,delelete_bad,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,1.703125,0.25
8,FIFTS,3,5,5,min-max,uniform,nothing,delelete_bad,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,1.671875,0.75
8,FIFTS,3,5,5,min-max,uniform,nothing,nothing,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,2.0,0.5
8,FIFTS,3,5,5,min-max,uniform,nothing,nothing,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,1.921875,0.25
8,FIFTS,3,5,5,min-max,uniform,nothing,nothing,3.999,0.9986184944099316,0.9929150670382375,0.5147708911374242,0.020758256385389823,2.824981290333482,1.828125,0.75
8,FIFTS,3,7,7,mu-sigma,knn,translate,delelete_bad,3.999,0.9999400734767292,0.9994865341373326,0.09714094781457942,0.004572006119674999,0.541703276037327,5.28125,0.5
8,FIFTS,3,7,7,mu-sigma,knn,translate,delelete_bad,3.999,0.9999400734767292,0.9994865341373326,0.09714094781457942,0.004572006119674999,0.541703276037327,5.046875,0.25
8,FIFTS,3,7,7,mu-sigma,knn,translate,delelete_bad,3.999,0.9999398845488192,0.999483940062634,0.0973000052994212,0.004585606173798698,0.5427528370779267,5.046875,0.75
8,FIFTS,3,7,7,mu-sigma,knn,translate,nothing,3.999,0.9999400734767292,0.9994865341373326,0.09714094781457942,0.004572006119674999,0.541703276037327,5.25,0.5
8,FIFTS,3,7,7,mu-sigma,knn,translate,nothing,3.999,0.9999400734767292,0.9994865341373326,0.09714094781457942,0.004572006119674999,0.541703276037327,5.875,0.25
8,FIFTS,3,7,7,mu-sigma,knn,translate,nothing,3.999,0.9999398845488192,0.999483940062634,0.0973000052994212,0.004585606173798698,0.5427528370779267,5.078125,0.75
8,FIFTS,3,7,7,mu-sigma,knn,nothing,delelete_bad,3.999,0.9999412100137393,0.9995318347628285,0.09621022536444096,0.004476166523397735,0.5345971181280611,0.640625,0.5
8,FIFTS,3,7,7,mu-sigma,knn,nothing,delelete_bad,3.999,0.9999412100137393,0.9995318347628285,0.09621022536444096,0.004476166523397735,0.5345971181280611,0.59375,0.25
8,FIFTS,3,7,7,mu-sigma,knn,nothing,delelete_bad,3.999,0.9999412100137393,0.9995318347628285,0.09621022536444096,0.004476166523397735,0.5345971181280611,0.640625,0.75
8,FIFTS,3,7,7,mu-sigma,knn,nothing,nothing,3.999,0.9999412100137393,0.9995318347628285,0.09621022536444096,0.004476166523397735,0.5345971181280611,0.546875,0.5
8,FIFTS,3,7,7,mu-sigma,knn,nothing,nothing,3.999,0.9999412100137393,0.9995318347628285,0.09621022536444096,0.004476166523397735,0.5345971181280611,0.546875,0.25
8,FIFTS,3,7,7,mu-sigma,knn,nothing,nothing,3.999,0.9999412100137393,0.9995318347628285,0.09621022536444096,0.004476166523397735,0.5345971181280611,0.59375,0.75
8,FIFTS,3,7,7,mu-sigma,uniform,translate,delelete_bad,3.999,0.9989330724408976,0.9970548448638292,0.427292381632558,0.013958404283618393,2.2363972326468686,2.796875,0.5
8,FIFTS,3,7,7,mu-sigma,uniform,translate,delelete_bad,3.999,0.9989330724408976,0.9970548448638292,0.427292381632558,0.013958404283618393,2.2363972326468686,2.5625,0.25
8,FIFTS,3,7,7,mu-sigma,uniform,translate,delelete_bad,3.999,0.9986006582759286,0.9955340657809978,0.46909487494878704,0.017519050538321163,2.452392052007177,2.796875,0.75
8,FIFTS,3,7,7,mu-sigma,uniform,translate,nothing,3.999,0.9989330724408976,0.9970548448638292,0.427292381632558,0.013958404283618393,2.2363972326468686,2.484375,0.5
8,FIFTS,3,7,7,mu-sigma,uniform,translate,nothing,3.999,0.9989330724408976,0.9970548448638292,0.427292381632558,0.013958404283618393,2.2363972326468686,2.796875,0.25
8,FIFTS,3,7,7,mu-sigma,uniform,translate,nothing,3.999,0.9986006582759286,0.9955340657809978,0.46909487494878704,0.017519050538321163,2.452392052007177,2.5,0.75
8,FIFTS,3,7,7,mu-sigma,uniform,nothing,delelete_bad,3.999,0.9989348730610411,0.99704658501214,0.42717203691322414,0.014111442412196633,2.2360184287605533,1.828125,0.5
8,FIFTS,3,7,7,mu-sigma,uniform,nothing,delelete_bad,3.999,0.9989348730610411,0.99704658501214,0.42717203691322414,0.014111442412196633,2.2360184287605533,1.859375,0.25
8,FIFTS,3,7,7,mu-sigma,uniform,nothing,delelete_bad,3.999,0.9989348730610411,0.99704658501214,0.42717203691322414,0.014111442412196633,2.2360184287605533,1.796875,0.75
8,FIFTS,3,7,7,mu-sigma,uniform,nothing,nothing,3.999,0.9989348730610411,0.99704658501214,0.42717203691322414,0.014111442412196633,2.2360184287605533,1.828125,0.5
8,FIFTS,3,7,7,mu-sigma,uniform,nothing,nothing,3.999,0.9989348730610411,0.99704658501214,0.42717203691322414,0.014111442412196633,2.2360184287605533,1.953125,0.25
8,FIFTS,3,7,7,mu-sigma,uniform,nothing,nothing,3.999,0.9989348730610411,0.99704658501214,0.42717203691322414,0.014111442412196633,2.2360184287605533,2.015625,0.75
8,FIFTS,3,7,7,min-max,knn,translate,delelete_bad,3.999,0.9982275384398499,0.9919639754074814,0.5810207556222918,0.020517661275576346,1.98247571921416,3.75,0.5
8,FIFTS,3,7,7,min-max,knn,translate,delelete_bad,3.999,0.9982275384398499,0.9919639754074814,0.5810207556222918,0.020517661275576346,1.98247571921416,4.234375,0.25
8,FIFTS,3,7,7,min-max,knn,translate,delelete_bad,3.999,0.9982275384398499,0.9919639754074814,0.5810207556222918,0.020517661275576346,1.98247571921416,3.59375,0.75
8,FIFTS,3,7,7,min-max,knn,translate,nothing,3.999,0.9982275384398499,0.9919639754074814,0.5810207556222918,0.020517661275576346,1.98247571921416,3.875,0.5
8,FIFTS,3,7,7,min-max,knn,translate,nothing,3.999,0.9982275384398499,0.9919639754074814,0.5810207556222918,0.020517661275576346,1.98247571921416,3.890625,0.25
8,FIFTS,3,7,7,min-max,knn,translate,nothing,3.999,0.9982275384398499,0.9919639754074814,0.5810207556222918,0.020517661275576346,1.98247571921416,4.109375,0.75
8,FIFTS,3,7,7,min-max,knn,nothing,delelete_bad,3.999,0.9982226942571473,0.991729222974134,0.5818122310698389,0.02053371407684763,1.984028109400958,0.859375,0.5
8,FIFTS,3,7,7,min-max,knn,nothing,delelete_bad,3.999,0.9982226942571473,0.991729222974134,0.5818122310698389,0.02053371407684763,1.984028109400958,0.984375,0.25
8,FIFTS,3,7,7,min-max,knn,nothing,delelete_bad,3.999,0.9982226942571473,0.991729222974134,0.5818122310698389,0.02053371407684763,1.984028109400958,0.875,0.75
8,FIFTS,3,7,7,min-max,knn,nothing,nothing,3.999,0.9982226942571473,0.991729222974134,0.5818122310698389,0.02053371407684763,1.984028109400958,0.953125,0.5
8,FIFTS,3,7,7,min-max,knn,nothing,nothing,3.999,0.9982226942571473,0.991729222974134,0.5818122310698389,0.02053371407684763,1.984028109400958,0.984375,0.25
8,FIFTS,3,7,7,min-max,knn,nothing,nothing,3.999,0.9982226942571473,0.991729222974134,0.5818122310698389,0.02053371407684763,1.984028109400958,1.03125,0.75
8,FIFTS,3,7,7,min-max,uniform,translate,delelete_bad,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,2.78125,0.5
8,FIFTS,3,7,7,min-max,uniform,translate,delelete_bad,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,3.078125,0.25
8,FIFTS,3,7,7,min-max,uniform,translate,delelete_bad,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,2.671875,0.75
8,FIFTS,3,7,7,min-max,uniform,translate,nothing,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,2.53125,0.5
8,FIFTS,3,7,7,min-max,uniform,translate,nothing,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,2.578125,0.25
8,FIFTS,3,7,7,min-max,uniform,translate,nothing,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,2.734375,0.75
8,FIFTS,3,7,7,min-max,uniform,nothing,delelete_bad,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,1.984375,0.5
8,FIFTS,3,7,7,min-max,uniform,nothing,delelete_bad,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,1.890625,0.25
8,FIFTS,3,7,7,min-max,uniform,nothing,delelete_bad,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,1.765625,0.75
8,FIFTS,3,7,7,min-max,uniform,nothing,nothing,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,2.125,0.5
8,FIFTS,3,7,7,min-max,uniform,nothing,nothing,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,2.140625,0.25
8,FIFTS,3,7,7,min-max,uniform,nothing,nothing,3.999,0.9994522237772399,0.9966072061804674,0.5310859834820538,0.02011638728527392,3.1886934716138415,1.90625,0.75
8,FIFTS,3,9,9,mu-sigma,knn,translate,delelete_bad,3.999,0.9999419269889408,0.9995078219233974,0.09562136780684395,0.004474998257037763,0.5340247928316261,10.3125,0.5
8,FIFTS,3,9,9,mu-sigma,knn,translate,delelete_bad,3.999,0.9999419269889408,0.9995078219233974,0.09562136780684395,0.004474998257037763,0.5340247928316261,9.5625,0.25
8,FIFTS,3,9,9,mu-sigma,knn,translate,delelete_bad,3.999,0.99994184366409,0.9995063726709886,0.09569248455248779,0.004480527484065302,0.5344500024880017,9.71875,0.75
8,FIFTS,3,9,9,mu-sigma,knn,translate,nothing,3.999,0.9999419269889408,0.9995078219233974,0.09562136780684395,0.004474998257037763,0.5340247928316261,10.25,0.5
8,FIFTS,3,9,9,mu-sigma,knn,translate,nothing,3.999,0.9999419269889408,0.9995078219233974,0.09562136780684395,0.004474998257037763,0.5340247928316261,9.59375,0.25
8,FIFTS,3,9,9,mu-sigma,knn,translate,nothing,3.999,0.99994184366409,0.9995063726709886,0.09569248455248779,0.004480527484065302,0.5344500024880017,9.390625,0.75
8,FIFTS,3,9,9,mu-sigma,knn,nothing,delelete_bad,3.999,0.9999424438058555,0.99954717042981,0.09519540191469421,0.004417185441599046,0.5299773040215653,0.546875,0.5
8,FIFTS,3,9,9,mu-sigma,knn,nothing,delelete_bad,3.999,0.9999424438058555,0.99954717042981,0.09519540191469421,0.004417185441599046,0.5299773040215653,0.53125,0.25
