series,algorithm,order,nsets,bound_type,partitioner,window_size,pearson,spearman,RMSE,MAPE,U,time
5,TVFTS,2,7,min-max,knn,10,0.9995389271408427,0.9992700869954498,0.08082781762729138,0.003762960110482885,0.9501716907933345,1.625
5,TVFTS,2,7,min-max,knn,5,0.9995009320998347,0.9992042537785412,0.08408640317155888,0.0039521077516871585,0.9977210503765751,0.875
5,TVFTS,2,7,min-max,uniform,300,0.9977335997829272,0.996461257655855,0.1865074517444194,0.007696931849926432,2.000449023417989,22.421875
5,TVFTS,2,7,min-max,uniform,250,0.9977750802475234,0.9964734935035086,0.18128250742232013,0.007706396030177267,1.986290868187705,18.84375
5,TVFTS,2,7,min-max,uniform,150,0.9983384744563477,0.997481007771153,0.15426524934589106,0.006588603601661317,1.6881693399850344,12.1875
5,TVFTS,2,7,min-max,uniform,100,0.9984999689539741,0.9976007373055898,0.14665017679661543,0.006169439396354846,1.5812574553677308,8.515625
5,TVFTS,2,7,min-max,uniform,75,0.9985034482638795,0.9973412802497345,0.1460689290867826,0.00631428439669069,1.6260199144994165,6.71875
5,TVFTS,2,7,min-max,uniform,50,0.9989541620804909,0.9982979207321381,0.1224036574802556,0.005452106103046871,1.3862936055426553,4.671875
5,TVFTS,2,7,min-max,uniform,25,0.9993699248437862,0.9989969038558273,0.09509002061711079,0.004331519864545697,1.100263774164146,2.453125
5,TVFTS,2,7,min-max,uniform,10,0.9995213454549218,0.9992432856810275,0.08243110987256257,0.0038598548435674345,0.9759542951741967,1.0625
5,TVFTS,2,7,min-max,uniform,5,0.9995012414585291,0.9992040735082258,0.08405798486071081,0.003946383571143766,0.9964764011588959,0.71875
5,TVFTS,2,9,mu-sigma,knn,300,0.9978458051904179,0.997219256775535,0.17726451871139287,0.00764772941563032,1.9301662006378402,36.453125
5,TVFTS,2,9,mu-sigma,knn,250,0.9979879150327381,0.9973357624758328,0.17088281910120537,0.007261331812765016,1.833359281855229,31.25
5,TVFTS,2,9,mu-sigma,knn,150,0.9982938222369594,0.9974816507352775,0.15621160823353272,0.006878086222910462,1.7381306649248602,20.0625
5,TVFTS,2,9,mu-sigma,knn,100,0.9982414200804091,0.9973134329927729,0.1583023769223373,0.00685780249696967,1.7298879668372515,13.96875
5,TVFTS,2,9,mu-sigma,knn,75,0.9984132359219752,0.9973261360409935,0.15001064100289602,0.006523188365229064,1.6621053223464493,10.828125
5,TVFTS,2,9,mu-sigma,knn,50,0.9988428705057973,0.9981173905270956,0.12807278751606463,0.005740814627682434,1.4505770418217405,7.4375
5,TVFTS,2,9,mu-sigma,knn,25,0.9993288256089281,0.9989116344959268,0.09754285706316318,0.004465007316842705,1.1303919461373775,3.828125
5,TVFTS,2,9,mu-sigma,knn,10,0.9995053049675567,0.9992191125592828,0.08371699336416512,0.00393299782206587,0.9926167681763804,1.765625
5,TVFTS,2,9,mu-sigma,knn,5,0.9995002192785353,0.9992041951906885,0.08414692412813081,0.003951901408935777,0.9974958590832502,1.140625
5,TVFTS,2,9,mu-sigma,uniform,300,0.9979643748186144,0.9974446292215179,0.17113367450484843,0.007028202444444208,1.7622306219798662,23.734375
5,TVFTS,2,9,mu-sigma,uniform,250,0.9983258668683616,0.997617293631801,0.15535367782500295,0.0065221889103558185,1.6471859027071862,20.359375
5,TVFTS,2,9,mu-sigma,uniform,150,0.9980916825043529,0.9973083899307013,0.16513146351197663,0.00715580165189758,1.7982470166417373,13.828125
5,TVFTS,2,9,mu-sigma,uniform,100,0.998021747890401,0.9968641933579402,0.16741467573010158,0.007072697678877744,1.795214323012799,9.46875
5,TVFTS,2,9,mu-sigma,uniform,75,0.998189767372049,0.9969844276492603,0.1601166422921492,0.006928915976702485,1.7617108249405011,7.1875
5,TVFTS,2,9,mu-sigma,uniform,50,0.9987041171506215,0.9979735888965504,0.13569990000549628,0.005916141336130109,1.4988860301486784,4.96875
5,TVFTS,2,9,mu-sigma,uniform,25,0.9992997112749243,0.9988854517348765,0.09968118439748228,0.004542087764300992,1.1493576518676114,2.859375
5,TVFTS,2,9,mu-sigma,uniform,10,0.9995027886130234,0.9992161020450164,0.08392788444679891,0.003949198034820734,0.9967941353823375,1.390625
5,TVFTS,2,9,mu-sigma,uniform,5,0.9995006535025758,0.9992055382045378,0.08411088394732985,0.003947565745481054,0.9962832145913734,0.90625
5,TVFTS,2,9,min-max,knn,300,0.9982634763897783,0.9974539251607786,0.159059864241655,0.006778715233197717,1.738377501081363,36.765625
5,TVFTS,2,9,min-max,knn,250,0.9984749078628828,0.9977326621268593,0.14867407110234881,0.006509426705114335,1.662895601227272,30.015625
5,TVFTS,2,9,min-max,knn,150,0.9986647964911559,0.9978604016723078,0.13759456851567123,0.006144520527078208,1.5565552622798209,20.046875
5,TVFTS,2,9,min-max,knn,100,0.9987656397182625,0.99808321277756,0.13247313912174621,0.006052439961890956,1.5313525990337535,13.53125
5,TVFTS,2,9,min-max,knn,75,0.9988808731700581,0.9980633034234836,0.1259119267863195,0.005625371174816693,1.4394973047924216,10.4375
5,TVFTS,2,9,min-max,knn,50,0.9991353074319683,0.9985642115351971,0.11072454210790902,0.005053567446334509,1.2825317023133194,6.984375
5,TVFTS,2,9,min-max,knn,25,0.9994151783414301,0.9990813274505123,0.09103621516676438,0.004225192266754643,1.0671650371057397,3.84375
5,TVFTS,2,9,min-max,knn,10,0.999499623612384,0.999201396494043,0.08419574228159939,0.003957404197086814,0.9989971741651635,1.65625
5,TVFTS,2,9,min-max,knn,5,0.9994992635530694,0.9992009473205071,0.08422667571659095,0.003961899516923346,1.0002069425185465,1.0625
5,TVFTS,2,9,min-max,uniform,300,0.9984756883488908,0.9976176721994633,0.15135183581167574,0.00653824675116241,1.662333696680967,24.34375
5,TVFTS,2,9,min-max,uniform,250,0.9985577756240699,0.997839161322403,0.14510138306064455,0.006349756022872179,1.6165546271873437,20.59375
5,TVFTS,2,9,min-max,uniform,150,0.9986527944433539,0.9978060727060227,0.13857822704647113,0.006197304633861531,1.5750184551115358,13.21875
5,TVFTS,2,9,min-max,uniform,100,0.998740207567144,0.9979632068286397,0.13414599342698913,0.006033798136933322,1.534605786199428,8.8125
5,TVFTS,2,9,min-max,uniform,75,0.9988104465989432,0.9978983575872019,0.12979500853714687,0.005779778195818888,1.4838877333618743,7.28125
5,TVFTS,2,9,min-max,uniform,50,0.9991083647395136,0.9985464473978731,0.11239890307244112,0.005101406227889717,1.294208015709691,4.875
5,TVFTS,2,9,min-max,uniform,25,0.9994218669017204,0.9990782703664144,0.0905065967547688,0.004200796997782344,1.0627026043985333,2.625
5,TVFTS,2,9,min-max,uniform,10,0.9994992727394459,0.9991999017526783,0.0842256069969386,0.003956914908588435,0.9990603855752852,1.203125
5,TVFTS,2,9,min-max,uniform,5,0.9994993259751906,0.9992009338002334,0.08422148641186124,0.0039621747732264505,1.0002248662810496,0.78125
5,TVFTS,1,3,mu-sigma,knn,300,0.9404350207381602,0.9238991838261474,0.9241925416282172,0.0390367994362459,9.859721707858029,21.53125
5,TVFTS,1,3,mu-sigma,knn,250,0.9613858221533426,0.9447107547767879,0.7438687468092583,0.03200264427472189,8.218978146358616,18.984375
5,TVFTS,1,3,mu-sigma,knn,150,0.972184829918869,0.9513881505317225,0.6256716571953642,0.026683881175594778,6.951445541133035,11.84375
5,TVFTS,1,3,mu-sigma,knn,100,0.9801468835256936,0.9714770553444891,0.5292230657381398,0.022744465338940447,5.81412506270242,8.25
5,TVFTS,1,3,mu-sigma,knn,75,0.9843710151744637,0.9750137816656077,0.46928686808776315,0.019975102868678048,5.091982460965076,6.375
5,TVFTS,1,3,mu-sigma,knn,50,0.9929831560225298,0.9899304712416269,0.3163102971382512,0.013603774159683758,3.4533869169594658,4.421875
5,TVFTS,1,3,mu-sigma,knn,25,0.9978624859792881,0.9966628644652658,0.17409097213959193,0.007454025427002312,1.8890205567561134,2.453125
5,TVFTS,1,3,mu-sigma,knn,10,0.9994115073882918,0.9990847390662299,0.0913329188579387,0.004062754852083188,1.025479313557743,1.203125
5,TVFTS,1,3,mu-sigma,knn,5,0.9996717567060465,0.9994565330713405,0.06819639053678322,0.0032236594822874906,0.8150609912922673,0.84375
5,TVFTS,1,3,mu-sigma,uniform,300,0.9706680930646056,0.9629639008693537,0.6573743569757952,0.029452508046746217,7.50992539343338,15.640625
5,TVFTS,1,3,mu-sigma,uniform,250,0.9768808203083276,0.9705596582074821,0.5764439202083069,0.02492533712797766,6.43209162048924,12.703125
5,TVFTS,1,3,mu-sigma,uniform,150,0.9722057985937096,0.9584331820564937,0.6279529929321668,0.025002686515105066,6.5241319774859505,8.21875
5,TVFTS,1,3,mu-sigma,uniform,100,0.9751956062634043,0.96451332272743,0.5994664257741106,0.023617734767987033,6.064886846376549,5.875
5,TVFTS,1,3,mu-sigma,uniform,75,0.9827760497216859,0.9730576113882768,0.49899543987405304,0.020745922573647844,5.3179246407555185,4.59375
5,TVFTS,1,3,mu-sigma,uniform,50,0.9902208863436331,0.9866507893586435,0.38507915674903687,0.016367377637709905,4.121740818711496,3.1875
5,TVFTS,1,3,mu-sigma,uniform,25,0.997157957581971,0.9958309725433288,0.20392256501230627,0.008712546937413584,2.224317875378069,1.8125
5,TVFTS,1,3,mu-sigma,uniform,10,0.9993930882197901,0.9990910815768245,0.09324888524082098,0.004193363437261511,1.055020266971067,0.953125
5,TVFTS,1,3,mu-sigma,uniform,5,0.9997719065961913,0.9996138684958096,0.05688224976743442,0.002649770916961369,0.6709059557375394,0.59375
5,TVFTS,1,3,min-max,knn,300,0.95299371939618,0.9383822271496111,0.8321913449632194,0.03595419546403015,9.224535754743815,21.640625
5,TVFTS,1,3,min-max,knn,250,0.9620092832228212,0.9495231729979104,0.7445480893920923,0.03201917558891088,8.264483597629072,18.078125
5,TVFTS,1,3,min-max,knn,150,0.978813461880199,0.9674114129136642,0.5476805726066526,0.023716067893213313,6.1575538406328665,11.328125
5,TVFTS,1,3,min-max,knn,100,0.9859248258138039,0.9808141788612026,0.44767890578458563,0.019414058095234478,4.957526878703989,7.9375
5,TVFTS,1,3,min-max,knn,75,0.9886154723363759,0.9825085080077577,0.40097411874193256,0.017137639034179707,4.369863113439371,6.25
5,TVFTS,1,3,min-max,knn,50,0.994343253207171,0.9913635541494472,0.28383633150010695,0.012665947114129602,3.2376166331442855,4.1875
5,TVFTS,1,3,min-max,knn,25,0.9980515636428033,0.9968755714193435,0.16610353467980996,0.007627034102678772,1.9328427951054015,2.1875
5,TVFTS,1,3,min-max,knn,10,0.9992600898093471,0.9988265784543923,0.10237575957823439,0.004857095852253857,1.2270505479716565,1.046875
5,TVFTS,1,3,min-max,knn,5,0.9994883769930338,0.9991792142317406,0.08513363389039114,0.00405511174421459,1.0237756946195573,0.59375
5,TVFTS,1,3,min-max,uniform,300,0.9746754269543177,0.9690131699147644,0.6269664691160759,0.027257588421275843,7.104966204107617,14.671875
5,TVFTS,1,3,min-max,uniform,250,0.9767895452804044,0.9693596606157161,0.598383198842619,0.02654658123751715,6.89309279907212,12.46875
5,TVFTS,1,3,min-max,uniform,150,0.9807794808954456,0.971651880363484,0.5231114316018142,0.022260121640504924,5.7775796496261105,7.921875
5,TVFTS,1,3,min-max,uniform,100,0.9850962828188008,0.9783807551310235,0.45933409388482843,0.019162299140491456,4.921755704076672,5.65625
5,TVFTS,1,3,min-max,uniform,75,0.9891146046451654,0.9840930694404345,0.3931186967379196,0.01597901032601855,4.08899542728057,4.484375
5,TVFTS,1,3,min-max,uniform,50,0.9939315380752302,0.9907743128548073,0.29727327350791993,0.012372600954496049,3.1507465371115657,2.96875
5,TVFTS,1,3,min-max,uniform,25,0.9978909906926158,0.9967920340516041,0.17389846484511,0.007522367341040923,1.9072710232542651,1.5
5,TVFTS,1,3,min-max,uniform,10,0.9994222106010141,0.9990915029552747,0.09063375279934907,0.004097280038512689,1.0363412200184483,0.78125
5,TVFTS,1,3,min-max,uniform,5,0.9995752292891548,0.9993063044266667,0.07758456268323509,0.003667084468226313,0.9260243511606991,0.46875
5,TVFTS,1,5,mu-sigma,knn,300,0.9887359838368616,0.9851400054381546,0.407810231695531,0.017451922424366766,4.483315923731659,24.703125
5,TVFTS,1,5,mu-sigma,knn,250,0.9897852305768233,0.9868858964016545,0.3841658704527998,0.01670419323672939,4.31542263334876,20.9375
5,TVFTS,1,5,mu-sigma,knn,150,0.9924556267868184,0.988750777791298,0.32860853588423744,0.014535005405741971,3.7595076020593874,13.21875
5,TVFTS,1,5,mu-sigma,knn,100,0.9945485539598351,0.9917390091442118,0.2811139436714835,0.012052797114608887,3.0694298103203463,9.34375
5,TVFTS,1,5,mu-sigma,knn,75,0.9952079296903598,0.9923823653568526,0.26042494466011323,0.011031320300981038,2.806672498378119,7.21875
5,TVFTS,1,5,mu-sigma,knn,50,0.9971758294233392,0.9956139856715145,0.2008348583923409,0.008844371586633887,2.2368529339029153,5.0625
5,TVFTS,1,5,mu-sigma,knn,25,0.9988367017831355,0.9981566233567236,0.12847528835443808,0.005675343586530491,1.4381510656716001,2.78125
5,TVFTS,1,5,mu-sigma,knn,10,0.9994338959507572,0.999081760099269,0.08955547538575896,0.004234442578436922,1.0701556495651305,1.25
5,TVFTS,1,5,mu-sigma,knn,5,0.9994578639955339,0.9991269508628189,0.08763784926350034,0.0041627220476298426,1.0512008123924212,0.90625
5,TVFTS,1,5,mu-sigma,uniform,300,0.9871427586048803,0.9820827350612243,0.446271563122633,0.018827134609584885,4.880765552964572,15.53125
5,TVFTS,1,5,mu-sigma,uniform,250,0.9879514778208541,0.9827507297192141,0.4232779627394669,0.017749154123554958,4.651531642706018,13.5625
5,TVFTS,1,5,mu-sigma,uniform,150,0.9905970321999854,0.9863855891909921,0.3694872502759706,0.015907708218360746,4.102212846324957,8.9375
5,TVFTS,1,5,mu-sigma,uniform,100,0.9926139690264175,0.9885076727552968,0.32575087500768746,0.013909512469784195,3.5544482361776337,6.03125
5,TVFTS,1,5,mu-sigma,uniform,75,0.9936001341084167,0.9895906421679309,0.3006930024098558,0.012729335016027929,3.255117085794613,4.640625
5,TVFTS,1,5,mu-sigma,uniform,50,0.9959845412217356,0.9938644051755608,0.23994329184784838,0.010407223541406763,2.633542172802433,3.46875
5,TVFTS,1,5,mu-sigma,uniform,25,0.9984660728495554,0.9975958895363599,0.14756557565300832,0.006522788113314842,1.6504142080313933,1.75
5,TVFTS,1,5,mu-sigma,uniform,10,0.9994103430228014,0.9990461386849583,0.09141275697534068,0.004309398077337849,1.0910555359902858,1.0625
5,TVFTS,1,5,mu-sigma,uniform,5,0.9994578949005967,0.999127810151322,0.08763947052559592,0.004155539814325563,1.0492199303628194,0.671875
5,TVFTS,1,5,min-max,knn,300,0.9939424338817041,0.9928185909771703,0.304158650166956,0.012570665191719977,3.263438775665278,24.5
5,TVFTS,1,5,min-max,knn,250,0.9941875405101044,0.9930152403529091,0.2940077267605506,0.012168368395910836,3.1358763075296703,21.34375
5,TVFTS,1,5,min-max,knn,150,0.9954583658593533,0.9935407057883296,0.25390447124090354,0.01094612143592,2.7990767813790693,13.390625
5,TVFTS,1,5,min-max,knn,100,0.9962685848667866,0.9939718522925126,0.23055388915343095,0.00955999582846317,2.457527166837655,8.984375
5,TVFTS,1,5,min-max,knn,75,0.9967430549950932,0.9942938391117483,0.21490509280979603,0.008997894137503388,2.3255986344992134,7.140625
5,TVFTS,1,5,min-max,knn,50,0.998021111571916,0.9966996951929419,0.1682739158016924,0.007188523081808684,1.8306631257430364,4.921875
5,TVFTS,1,5,min-max,knn,25,0.9990341195176062,0.9984672336168084,0.11734756820139136,0.005231127463595305,1.3228041574870975,2.578125
5,TVFTS,1,5,min-max,knn,10,0.9994846202807273,0.9991701481371318,0.08547412273807786,0.003969753977292477,1.0031275417438597,1.15625
5,TVFTS,1,5,min-max,knn,5,0.9995664449709146,0.9993046282901212,0.07838128509475065,0.0036779731237210136,0.928974455715744,0.671875
5,TVFTS,1,5,min-max,uniform,300,0.9961395354286,0.9938211566972477,0.23615740325607099,0.00930380321808555,2.361782083583218,15.015625
5,TVFTS,1,5,min-max,uniform,250,0.9974319454147091,0.9967459542613587,0.19411621285210134,0.008037287705787257,2.0298037403435485,13.421875
5,TVFTS,1,5,min-max,uniform,150,0.9960334821381137,0.9947765201427758,0.23831504569215484,0.009711357285050402,2.462604924481041,9.0625
5,TVFTS,1,5,min-max,uniform,100,0.9953206462309181,0.9920025495074758,0.2596678876214984,0.010665213544458372,2.7384216728745465,6.21875
5,TVFTS,1,5,min-max,uniform,75,0.9957624988015649,0.9929087660627816,0.24780459830796311,0.010230243253452323,2.643767032530902,4.640625
5,TVFTS,1,5,min-max,uniform,50,0.9975562414828315,0.9959568818780205,0.19019109808158866,0.008259395879908826,2.114560656733894,3.046875
5,TVFTS,1,5,min-max,uniform,25,0.9988372510122968,0.9982425208155055,0.12994919167230423,0.005729272826023092,1.4463800439614374,1.828125
5,TVFTS,1,5,min-max,uniform,10,0.9995399724359094,0.9992626636107664,0.08086265669673205,0.0036991065402212195,0.9345178193402864,0.828125
5,TVFTS,1,5,min-max,uniform,5,0.9996223876389912,0.9993825527626361,0.07317666647532595,0.0033851103921795885,0.8553757934357806,0.515625
5,TVFTS,1,7,mu-sigma,knn,300,0.9955254171156196,0.9943146167678436,0.257130864427865,0.010827679933089864,2.7739319434680807,26.5
5,TVFTS,1,7,mu-sigma,knn,250,0.9959287996876799,0.9948231758521904,0.24410423877238907,0.010466609274964631,2.6652800650528996,23.71875
5,TVFTS,1,7,mu-sigma,knn,150,0.9963808038335974,0.9940303034400083,0.22800051183732328,0.00983106961481354,2.522188337966316,14.734375
5,TVFTS,1,7,mu-sigma,knn,100,0.9963856803669228,0.994520224076002,0.22727693876603014,0.009619565305540942,2.432504420825228,10.5625
5,TVFTS,1,7,mu-sigma,knn,75,0.9969326265389099,0.9949401667800869,0.20849695750158306,0.008819138131764622,2.2487706754432706,7.953125
5,TVFTS,1,7,mu-sigma,knn,50,0.998004128566217,0.9967884693097301,0.16905437187542402,0.007395663332113745,1.8677533176701666,5.265625
5,TVFTS,1,7,mu-sigma,knn,25,0.9990330265176564,0.998438040341492,0.11717571221782347,0.005304049651743359,1.3429211904187954,2.953125
5,TVFTS,1,7,mu-sigma,knn,10,0.9994242422847025,0.9990903980518788,0.09032362566711256,0.0042142207357853245,1.0642851228547592,1.390625
5,TVFTS,1,7,mu-sigma,knn,5,0.9995811844997615,0.9993198806610513,0.07703346038684783,0.003640030799429244,0.9188535627049309,0.953125
5,TVFTS,1,7,mu-sigma,uniform,300,0.9957526674989027,0.9940993154234777,0.25358073157968436,0.01009831993108361,2.566302958288552,17.015625
5,TVFTS,1,7,mu-sigma,uniform,250,0.9965829967850304,0.9951968086145176,0.2230501198384071,0.009151642811686022,2.3141246030028246,14.703125
5,TVFTS,1,7,mu-sigma,uniform,150,0.9962430096157812,0.9941634420814012,0.23100038673437506,0.009766778210740843,2.494517982182998,9.5
5,TVFTS,1,7,mu-sigma,uniform,100,0.9958918156702945,0.9933528505994739,0.24140111037787376,0.010065412137222967,2.5464951650478613,6.515625
5,TVFTS,1,7,mu-sigma,uniform,75,0.9962866369984749,0.9938311107505706,0.22988103345950794,0.009599831635000448,2.44784486880703,4.734375
5,TVFTS,1,7,mu-sigma,uniform,50,0.9978117765965447,0.9964060663965618,0.17767438867675234,0.007756281470583411,1.9688937980629675,3.390625
5,TVFTS,1,7,mu-sigma,uniform,25,0.998936478727361,0.9983436042345498,0.12319085507885592,0.005579119988874824,1.4106981450277283,1.84375
5,TVFTS,1,7,mu-sigma,uniform,10,0.9994324533513904,0.9991115167193207,0.08969935108608593,0.004142792521577614,1.0456584577226615,0.96875
5,TVFTS,1,7,mu-sigma,uniform,5,0.9996433287997127,0.9994122376503569,0.07110415941655197,0.00333769564899138,0.8439885362510365,0.65625
5,TVFTS,1,7,min-max,knn,300,0.9966870194318366,0.9962466533567084,0.21894378816437485,0.009019423539930887,2.281061873175242,26.828125
5,TVFTS,1,7,min-max,knn,250,0.9972863295103624,0.9964747659114843,0.19690941651679356,0.008261844362932624,2.0810960891899475,23.53125
5,TVFTS,1,7,min-max,knn,150,0.997477993433303,0.9961744641089313,0.189049846841207,0.008016902071000124,2.0435932472497087,14.78125
5,TVFTS,1,7,min-max,knn,100,0.9975842960583124,0.9959222298837106,0.18510841760881738,0.0075622697238046975,1.9454875304408055,10.046875
5,TVFTS,1,7,min-max,knn,75,0.9977059128353202,0.9960985387588689,0.1813059326182881,0.007510751441156583,1.9262193124775095,7.859375
5,TVFTS,1,7,min-max,knn,50,0.9986381548559208,0.9977343987308971,0.13972863469865887,0.005968681578542423,1.5150485579026503,5.15625
5,TVFTS,1,7,min-max,knn,25,0.999235382388138,0.9987836425720368,0.10429330543028327,0.0046793946771865455,1.1821391308059046,2.9375
5,TVFTS,1,7,min-max,knn,10,0.9995002739221157,0.9992015527283163,0.08416348851175498,0.003883239820494297,0.9805197231349452,1.359375
5,TVFTS,1,7,min-max,knn,5,0.9994962950362779,0.9991922402642764,0.08447581557635443,0.003948903086362109,0.996729146703687,0.734375
5,TVFTS,1,7,min-max,uniform,300,0.9966881541361932,0.9951104037138246,0.2276696045883167,0.009427696580926181,2.440079283335912,16.53125
5,TVFTS,1,7,min-max,uniform,250,0.9965889750087221,0.9949521652503638,0.22514591854923405,0.009546231263106785,2.446677457692635,14.609375
5,TVFTS,1,7,min-max,uniform,150,0.9975675181744534,0.996499233403289,0.18747514028111703,0.008064923401978449,2.0637286573808433,9.375
5,TVFTS,1,7,min-max,uniform,100,0.9977891074200269,0.9965375201543245,0.1783951216394746,0.007475539957129782,1.9137117329831212,6.515625
5,TVFTS,1,7,min-max,uniform,75,0.997730544857033,0.9961807078961444,0.18031432558189975,0.007763834613994802,1.998390444888477,5.09375
5,TVFTS,1,7,min-max,uniform,50,0.9985014622794196,0.9975672942143026,0.14779024938637753,0.006584003507317633,1.6796249453838212,3.3125
5,TVFTS,1,7,min-max,uniform,25,0.9991580465774108,0.9987014678412892,0.11023510384654121,0.00495227666417798,1.2581717425678447,1.84375
5,TVFTS,1,7,min-max,uniform,10,0.999463194885336,0.9991597251312588,0.08753258340836712,0.0040200872132253145,1.016392111890943,0.9375
5,TVFTS,1,7,min-max,uniform,5,0.999493989764324,0.9991909047616903,0.08468222617926185,0.0039767798409671195,1.0046908023202066,0.609375
5,TVFTS,1,9,mu-sigma,knn,300,0.9970453608848062,0.9960958542334231,0.20772323204877202,0.008963632893700337,2.26787099330344,29.765625
5,TVFTS,1,9,mu-sigma,knn,250,0.9972509372349643,0.9964494244119056,0.1993848920712898,0.008442288056253302,2.1329655944294057,25.421875
5,TVFTS,1,9,mu-sigma,knn,150,0.9974849118738852,0.9961702142362473,0.18932569899843266,0.008139144289830683,2.066015330170194,16.109375
5,TVFTS,1,9,mu-sigma,knn,100,0.9974543402049465,0.9961105057033021,0.19034416276240035,0.008111410728777382,2.056580097858962,11.484375
5,TVFTS,1,9,mu-sigma,knn,75,0.9976602301510487,0.9960039734582008,0.18225149267521268,0.007756336214045367,1.9816025104568114,8.6875
5,TVFTS,1,9,mu-sigma,knn,50,0.9983961259371714,0.9973907674558,0.1511635357856685,0.006684160779021511,1.6924913038433371,6.1875
5,TVFTS,1,9,mu-sigma,knn,25,0.9990998821981725,0.9985875670568017,0.11307747615138815,0.005154023969412018,1.302718861261094,3.375
5,TVFTS,1,9,mu-sigma,knn,10,0.9994370088944686,0.9990998847772236,0.08931257112446339,0.004209891651864234,1.0630071425811856,1.515625
5,TVFTS,1,9,mu-sigma,knn,5,0.9994850178388283,0.9991810965542833,0.08541647233380253,0.004024542622216821,1.0160328921231216,0.953125
5,TVFTS,1,9,mu-sigma,uniform,300,0.9973339578343725,0.9966117142655413,0.19646042867365704,0.008118471692477962,2.0488518378579963,17.875
5,TVFTS,1,9,mu-sigma,uniform,250,0.9977450355597072,0.9969877356095466,0.18070335211563923,0.007501942423621829,1.8951862525370156,15.828125
5,TVFTS,1,9,mu-sigma,uniform,150,0.9972708967331764,0.9960198748022661,0.1971076131156389,0.008483135031158296,2.1373706695333645,9.71875
5,TVFTS,1,9,mu-sigma,uniform,100,0.9971921575155257,0.9955617087823193,0.19939609134509464,0.0083972029668541,2.137399740811231,6.625
5,TVFTS,1,9,mu-sigma,uniform,75,0.9973413878092184,0.9955315976306472,0.1942003482776309,0.008299573478280422,2.116517654510265,5.40625
5,TVFTS,1,9,mu-sigma,uniform,50,0.9982170517542995,0.9971842212397491,0.15959156210473172,0.006996870837431241,1.7781091279087793,3.546875
5,TVFTS,1,9,mu-sigma,uniform,25,0.9990218568020381,0.9984705040207791,0.11807821595287663,0.005340200258500187,1.3501835770222612,2.0625
5,TVFTS,1,9,mu-sigma,uniform,10,0.9994501317961986,0.9991136198729998,0.08829410632321627,0.004132795406946405,1.0435533898227332,1.046875
5,TVFTS,1,9,mu-sigma,uniform,5,0.9994906545826981,0.9991895887883883,0.08494952521410219,0.003984545621312131,1.0059403984161346,0.71875
5,TVFTS,1,9,min-max,knn,300,0.9976403273223455,0.9965518479960701,0.18611470077145661,0.00786739999169004,2.0179180316467766,29.421875
5,TVFTS,1,9,min-max,knn,250,0.9978821907320151,0.9968363190604311,0.17547102116693555,0.0075837182605395185,1.9386709043357693,26.078125
5,TVFTS,1,9,min-max,knn,150,0.9980721680382942,0.996954337529125,0.16535540291363424,0.007199088022585802,1.8286504306392353,16.125
5,TVFTS,1,9,min-max,knn,100,0.9981576701945684,0.9971271010880817,0.16182028388997774,0.0072068959959586875,1.8290688826711317,10.96875
5,TVFTS,1,9,min-max,knn,75,0.9983399437996752,0.9971136694473364,0.15336583227642692,0.006703143990612314,1.720622213470303,8.4375
5,TVFTS,1,9,min-max,knn,50,0.9988294237233561,0.9980468582639668,0.1289964274265236,0.005817148399121799,1.4773065082827792,6.015625
5,TVFTS,1,9,min-max,knn,25,0.9991433483771868,0.9986272069968919,0.11024630234294354,0.005062931803955919,1.279873097863132,3.109375
5,TVFTS,1,9,min-max,knn,10,0.9994005785733935,0.9990452583649184,0.09214879542754413,0.004356310796651671,1.1010598578205821,1.4375
5,TVFTS,1,9,min-max,knn,5,0.9994841294961982,0.9991775136817659,0.08548779463751113,0.004032421925130713,1.0178212493925531,0.828125
5,TVFTS,1,9,min-max,uniform,300,0.9979124861708191,0.9969486344037434,0.1782072553187374,0.007629652041000492,1.9386148730221597,17.75
5,TVFTS,1,9,min-max,uniform,250,0.9980127830833508,0.997062632342244,0.1706448285131478,0.007323810666720204,1.86737013771241,15.34375
5,TVFTS,1,9,min-max,uniform,150,0.9980457817980452,0.9968994146750655,0.16681406746460548,0.007301664527897705,1.858865726446271,9.90625
5,TVFTS,1,9,min-max,uniform,100,0.9982230640369515,0.9971777436486604,0.1596170918507071,0.007077971749718419,1.8046573135571509,6.71875
5,TVFTS,1,9,min-max,uniform,75,0.9982809050624641,0.9969494030330287,0.15600841593939815,0.006852009630168138,1.7643079919769415,5.140625
5,TVFTS,1,9,min-max,uniform,50,0.9988019044670122,0.9979801917129808,0.1304224719957432,0.005843800731844412,1.4874703295466887,3.875
5,TVFTS,1,9,min-max,uniform,25,0.9991313812452302,0.9986085655126794,0.11100723842335662,0.005095578557743333,1.2878136518790546,1.90625
5,TVFTS,1,9,min-max,uniform,10,0.9994093038820557,0.9990553824198759,0.0914761576352602,0.004330427625559883,1.094455534306134,0.84375
5,TVFTS,1,9,min-max,uniform,5,0.9994853912700957,0.9991801486328751,0.08538338631119081,0.004027307839169086,1.0165401966719496,0.640625
6,TVFTS,3,3,mu-sigma,knn,300,0.9971691790184568,0.9963355236176646,0.1139186492619211,0.0007031953086237259,9.903433222331968,30.890625
