series,algorithm,order,nsets,f_nsets,bound_type,partitioner,mod,del_strategy,window_size,pearson,spearman,RMSE,MAPE,U,time,translation_threshold, deletion_count
2,FIFTS,3,5,5,min-max,knn,nothing,delete_bad,3.997,0.7705053126154355,0.8810009277300612,2.640858352465735,0.06792473287406878,26.745550012188826,0.46875,0.25,591
2,FIFTS,3,5,5,min-max,knn,nothing,delete_bad,3.997,0.7705053126154355,0.8810009277300612,2.640858352465735,0.06792473287406878,26.745550012188826,0.5,0.75,591
2,FIFTS,3,5,5,min-max,knn,nothing,nothing,3.997,0.7031442280933071,0.505794956080138,4.542373903708441,0.14489369267467495,54.98167962074418,0.359375,0.5,0
2,FIFTS,3,5,5,min-max,knn,nothing,nothing,3.997,0.7031442280933071,0.505794956080138,4.542373903708441,0.14489369267467495,54.98167962074418,0.390625,0.25,0
2,FIFTS,3,5,5,min-max,knn,nothing,nothing,3.997,0.7031442280933071,0.505794956080138,4.542373903708441,0.14489369267467495,54.98167962074418,0.421875,0.75,0
2,FIFTS,3,5,5,min-max,uniform,translate,delete_bad,3.997,0.9801660229128151,0.9837319590726293,0.6669673234929339,0.023602163590960377,8.898065226043894,1.046875,0.5,408
2,FIFTS,3,5,5,min-max,uniform,translate,delete_bad,3.997,0.9801660229128151,0.9837319590726293,0.6669673234929339,0.023602163590960377,8.898065226043894,1.140625,0.25,408
2,FIFTS,3,5,5,min-max,uniform,translate,delete_bad,3.997,0.9801660229128151,0.9837319590726293,0.6669673234929339,0.023602163590960377,8.898065226043894,1.359375,0.75,408
2,FIFTS,3,5,5,min-max,uniform,translate,nothing,3.997,0.97390007566635,0.9792058086100108,0.6856854580248294,0.021399981169076786,7.883625431667785,1.078125,0.5,0
2,FIFTS,3,5,5,min-max,uniform,translate,nothing,3.997,0.97390007566635,0.9792058086100108,0.6856854580248294,0.021399981169076786,7.883625431667785,0.96875,0.25,0
2,FIFTS,3,5,5,min-max,uniform,translate,nothing,3.997,0.97390007566635,0.9792058086100108,0.6856854580248294,0.021399981169076786,7.883625431667785,0.953125,0.75,0
2,FIFTS,3,5,5,min-max,uniform,nothing,delete_bad,3.997,0.9801660229128151,0.9837319590726293,0.6669673234929339,0.023602163590960377,8.898065226043894,0.875,0.5,408
2,FIFTS,3,5,5,min-max,uniform,nothing,delete_bad,3.997,0.9801660229128151,0.9837319590726293,0.6669673234929339,0.023602163590960377,8.898065226043894,0.859375,0.25,408
2,FIFTS,3,5,5,min-max,uniform,nothing,delete_bad,3.997,0.9801660229128151,0.9837319590726293,0.6669673234929339,0.023602163590960377,8.898065226043894,0.8125,0.75,408
2,FIFTS,3,5,5,min-max,uniform,nothing,nothing,3.997,0.97390007566635,0.9792058086100108,0.6856854580248294,0.021399981169076786,7.883625431667785,0.734375,0.5,0
2,FIFTS,3,5,5,min-max,uniform,nothing,nothing,3.997,0.97390007566635,0.9792058086100108,0.6856854580248294,0.021399981169076786,7.883625431667785,0.859375,0.25,0
2,FIFTS,3,5,5,min-max,uniform,nothing,nothing,3.997,0.97390007566635,0.9792058086100108,0.6856854580248294,0.021399981169076786,7.883625431667785,0.65625,0.75,0
2,FIFTS,3,7,7,mu-sigma,knn,translate,delete_bad,3.997,0.999535198382483,0.9994743648096378,0.09210239829854198,0.002845325402472601,1.0468719941864884,2.078125,0.5,199
2,FIFTS,3,7,7,mu-sigma,knn,translate,delete_bad,3.997,0.999535198382483,0.9994743648096378,0.09210239829854198,0.002845325402472601,1.0468719941864884,2.09375,0.25,199
2,FIFTS,3,7,7,mu-sigma,knn,translate,delete_bad,3.997,0.999535198382483,0.9994743648096378,0.09210239829854198,0.002845325402472601,1.0468719941864884,2.046875,0.75,199
2,FIFTS,3,7,7,mu-sigma,knn,translate,nothing,3.997,0.9994393129850666,0.9994601685222944,0.10149332601759238,0.0029729696319509787,1.08374421664087,2.21875,0.5,0
2,FIFTS,3,7,7,mu-sigma,knn,translate,nothing,3.997,0.9994393129850666,0.9994601685222944,0.10149332601759238,0.0029729696319509787,1.08374421664087,2.28125,0.25,0
2,FIFTS,3,7,7,mu-sigma,knn,translate,nothing,3.997,0.9994393129850666,0.9994601685222944,0.10149332601759238,0.0029729696319509787,1.08374421664087,2.328125,0.75,0
2,FIFTS,3,7,7,mu-sigma,knn,nothing,delete_bad,3.997,0.9995351990209437,0.9994743648096378,0.09210235771235663,0.002845310235141613,1.0468673672197655,0.328125,0.5,199
2,FIFTS,3,7,7,mu-sigma,knn,nothing,delete_bad,3.997,0.9995351990209437,0.9994743648096378,0.09210235771235663,0.002845310235141613,1.0468673672197655,0.328125,0.25,199
2,FIFTS,3,7,7,mu-sigma,knn,nothing,delete_bad,3.997,0.9995351990209437,0.9994743648096378,0.09210235771235663,0.002845310235141613,1.0468673672197655,0.328125,0.75,199
2,FIFTS,3,7,7,mu-sigma,knn,nothing,nothing,3.997,0.9994434271606859,0.9994613237545662,0.10115162019018804,0.0029647373795187253,1.081267987615329,0.21875,0.5,0
2,FIFTS,3,7,7,mu-sigma,knn,nothing,nothing,3.997,0.9994434271606859,0.9994613237545662,0.10115162019018804,0.0029647373795187253,1.081267987615329,0.25,0.25,0
2,FIFTS,3,7,7,mu-sigma,knn,nothing,nothing,3.997,0.9994434271606859,0.9994613237545662,0.10115162019018804,0.0029647373795187253,1.081267987615329,0.265625,0.75,0
2,FIFTS,3,7,7,mu-sigma,uniform,translate,delete_bad,3.997,0.9990601280588715,0.998869114737549,0.13082385508345193,0.004015153472362334,1.524219974217724,1.265625,0.5,576
2,FIFTS,3,7,7,mu-sigma,uniform,translate,delete_bad,3.997,0.9990601280588715,0.998869114737549,0.13082385508345193,0.004015153472362334,1.524219974217724,1.21875,0.25,576
2,FIFTS,3,7,7,mu-sigma,uniform,translate,delete_bad,3.997,0.9990630323027445,0.998869002068602,0.1306197182078983,0.004000051600713884,1.5197501057634089,1.359375,0.75,584
2,FIFTS,3,7,7,mu-sigma,uniform,translate,nothing,3.997,0.9963934253263262,0.9944914469246636,0.35464132628603123,0.00881482389854026,3.515178833804895,1.078125,0.5,0
2,FIFTS,3,7,7,mu-sigma,uniform,translate,nothing,3.997,0.9963934253263262,0.9944914469246636,0.35464132628603123,0.00881482389854026,3.515178833804895,1.203125,0.25,0
2,FIFTS,3,7,7,mu-sigma,uniform,translate,nothing,3.997,0.9963405478191035,0.994442121961882,0.35015982038860527,0.008454246566913851,3.37891387193624,1.171875,0.75,0
2,FIFTS,3,7,7,mu-sigma,uniform,nothing,delete_bad,3.997,0.999063059085997,0.9988692874966013,0.13061569900908315,0.003997863028437688,1.51908026235418,0.9375,0.5,576
2,FIFTS,3,7,7,mu-sigma,uniform,nothing,delete_bad,3.997,0.999063059085997,0.9988692874966013,0.13061569900908315,0.003997863028437688,1.51908026235418,0.875,0.25,576
2,FIFTS,3,7,7,mu-sigma,uniform,nothing,delete_bad,3.997,0.999063059085997,0.9988692874966013,0.13061569900908315,0.003997863028437688,1.51908026235418,1.0,0.75,576
2,FIFTS,3,7,7,mu-sigma,uniform,nothing,nothing,3.997,0.996185989505062,0.9944146788108771,0.3513426672614698,0.008617792502601467,3.4308745390962043,0.8125,0.5,0
2,FIFTS,3,7,7,mu-sigma,uniform,nothing,nothing,3.997,0.996185989505062,0.9944146788108771,0.3513426672614698,0.008617792502601467,3.4308745390962043,0.8125,0.25,0
2,FIFTS,3,7,7,mu-sigma,uniform,nothing,nothing,3.997,0.996185989505062,0.9944146788108771,0.3513426672614698,0.008617792502601467,3.4308745390962043,0.859375,0.75,0
2,FIFTS,3,7,7,min-max,knn,translate,delete_bad,3.997,0.931141979382957,0.9658939436152586,1.3860735468332046,0.03184674155048729,11.911063642010694,1.375,0.5,335
2,FIFTS,3,7,7,min-max,knn,translate,delete_bad,3.997,0.931141979382957,0.9658939436152586,1.3860735468332046,0.03184674155048729,11.911063642010694,1.3125,0.25,335
2,FIFTS,3,7,7,min-max,knn,translate,delete_bad,3.997,0.9314557467352603,0.9661748731641311,1.383030382878629,0.031799758913654344,11.892526092780017,1.53125,0.75,335
2,FIFTS,3,7,7,min-max,knn,translate,nothing,3.997,0.8871055623374583,0.7885302922356479,2.3971526615260257,0.06562191227682783,23.948764952381673,1.28125,0.5,0
2,FIFTS,3,7,7,min-max,knn,translate,nothing,3.997,0.8871055623374583,0.7885302922356479,2.3971526615260257,0.06562191227682783,23.948764952381673,1.1875,0.25,0
2,FIFTS,3,7,7,min-max,knn,translate,nothing,3.997,0.8897496708502745,0.7884587762028771,2.36894053393736,0.06482982486988378,23.6382580414533,1.46875,0.75,0
2,FIFTS,3,7,7,min-max,knn,nothing,delete_bad,3.997,0.9316859353861142,0.966603361786878,1.3808244329718529,0.03176781787298487,11.879905661258272,0.5,0.5,335
2,FIFTS,3,7,7,min-max,knn,nothing,delete_bad,3.997,0.9316859353861142,0.966603361786878,1.3808244329718529,0.03176781787298487,11.879905661258272,0.609375,0.25,335
2,FIFTS,3,7,7,min-max,knn,nothing,delete_bad,3.997,0.9316859353861142,0.966603361786878,1.3808244329718529,0.03176781787298487,11.879905661258272,0.671875,0.75,335
2,FIFTS,3,7,7,min-max,knn,nothing,nothing,3.997,0.8782932345751158,0.784518319213314,2.479415800830478,0.06742594961913626,24.65852580095411,0.453125,0.5,0
2,FIFTS,3,7,7,min-max,knn,nothing,nothing,3.997,0.8782932345751158,0.784518319213314,2.479415800830478,0.06742594961913626,24.65852580095411,0.53125,0.25,0
2,FIFTS,3,7,7,min-max,knn,nothing,nothing,3.997,0.8782932345751158,0.784518319213314,2.479415800830478,0.06742594961913626,24.65852580095411,0.484375,0.75,0
2,FIFTS,3,7,7,min-max,uniform,translate,delete_bad,3.997,0.9925150277054371,0.9946335615255076,0.4606056781750176,0.013323129680931805,4.958926463469254,1.234375,0.5,1064
2,FIFTS,3,7,7,min-max,uniform,translate,delete_bad,3.997,0.9925150277054371,0.9946335615255076,0.4606056781750176,0.013323129680931805,4.958926463469254,1.234375,0.25,1064
2,FIFTS,3,7,7,min-max,uniform,translate,delete_bad,3.997,0.9925150277054371,0.9946335615255076,0.4606056781750176,0.013323129680931805,4.958926463469254,1.265625,0.75,1064
2,FIFTS,3,7,7,min-max,uniform,translate,nothing,3.997,0.9602957560248312,0.9420425948710093,0.9590126956248354,0.025827790186892477,9.545722915410924,1.09375,0.5,0
2,FIFTS,3,7,7,min-max,uniform,translate,nothing,3.997,0.9602957560248312,0.9420425948710093,0.9590126956248354,0.025827790186892477,9.545722915410924,0.984375,0.25,0
2,FIFTS,3,7,7,min-max,uniform,translate,nothing,3.997,0.9602957560248312,0.9420425948710093,0.9590126956248354,0.025827790186892477,9.545722915410924,1.0625,0.75,0
2,FIFTS,3,7,7,min-max,uniform,nothing,delete_bad,3.997,0.9925150277054371,0.9946335615255076,0.4606056781750176,0.013323129680931805,4.958926463469254,0.90625,0.5,1064
2,FIFTS,3,7,7,min-max,uniform,nothing,delete_bad,3.997,0.9925150277054371,0.9946335615255076,0.4606056781750176,0.013323129680931805,4.958926463469254,0.875,0.25,1064
2,FIFTS,3,7,7,min-max,uniform,nothing,delete_bad,3.997,0.9925150277054371,0.9946335615255076,0.4606056781750176,0.013323129680931805,4.958926463469254,0.953125,0.75,1064
2,FIFTS,3,7,7,min-max,uniform,nothing,nothing,3.997,0.9602957560248312,0.9420425948710093,0.9590126956248354,0.025827790186892477,9.545722915410924,0.765625,0.5,0
2,FIFTS,3,7,7,min-max,uniform,nothing,nothing,3.997,0.9602957560248312,0.9420425948710093,0.9590126956248354,0.025827790186892477,9.545722915410924,0.8125,0.25,0
2,FIFTS,3,7,7,min-max,uniform,nothing,nothing,3.997,0.9602957560248312,0.9420425948710093,0.9590126956248354,0.025827790186892477,9.545722915410924,0.734375,0.75,0
2,FIFTS,3,9,9,mu-sigma,knn,translate,delete_bad,3.997,0.9995493471237009,0.9994772671613243,0.09069569811686225,0.002823081659847225,1.0404078835951134,3.34375,0.5,232
2,FIFTS,3,9,9,mu-sigma,knn,translate,delete_bad,3.997,0.9995493471237009,0.9994772671613243,0.09069569811686225,0.002823081659847225,1.0404078835951134,3.5625,0.25,232
2,FIFTS,3,9,9,mu-sigma,knn,translate,delete_bad,3.997,0.9995493471237009,0.9994772671613243,0.09069569811686225,0.002823081659847225,1.0404078835951134,3.421875,0.75,232
2,FIFTS,3,9,9,mu-sigma,knn,translate,nothing,3.997,0.999451128103595,0.9994621319660764,0.10037676254920083,0.002956323522731004,1.0789551748715296,3.515625,0.5,0
2,FIFTS,3,9,9,mu-sigma,knn,translate,nothing,3.997,0.999451128103595,0.9994621319660764,0.10037676254920083,0.002956323522731004,1.0789551748715296,3.28125,0.25,0
2,FIFTS,3,9,9,mu-sigma,knn,translate,nothing,3.997,0.999451128103595,0.9994621319660764,0.10037676254920083,0.002956323522731004,1.0789551748715296,3.3125,0.75,0
2,FIFTS,3,9,9,mu-sigma,knn,nothing,delete_bad,3.997,0.9995493564448219,0.9994772671613243,0.09069483169131394,0.00282303515620355,1.0403934650997895,0.34375,0.5,232
